User ID,User Age,User Gender,User Income,Starting Place,Preferred Destination,Travel Dates,Travel Duration (days),Travel Purpose,Preferred Travel Mode,Accommodation Type,Total Budget (USD),Accommodation Budget (USD),Activity Budget (USD),Number of Travelers,Preferred Airlines,Preferred Activities,Starting Destination
816,58,Male,85966,Canada,Tokyo,2026-03-26,11,Leisure,Train,Hotel,2731,1559,1172,3,United,Cultural Exploration,India
817,67,Female,117246,India,Rio de Janeiro,2026-03-27,16,Leisure,Train,Resort,5781,2761,3020,1,United,Adventure Sports,India
818,32,Male,67889,USA,Cape Town,2026-03-28,16,Leisure,Plane,Hotel,7888,3139,4749,5,Emirates,Cultural Exploration,India
819,62,Female,40480,UK,New York,2026-03-29,14,Family Visit,Car,Hostel,3088,1439,1649,3,Delta,Relaxation,India
820,58,Female,36954,India,Cape Town,2026-03-30,17,Family Visit,Car,Resort,6462,2787,3675,1,Lufthansa,Cultural Exploration,India
821,54,Male,91745,USA,Sydney,2026-03-31,1,Family Visit,Plane,Hotel,2455,934,1521,3,Emirates,Sightseeing,India
822,50,Female,117365,Canada,Cape Town,2026-04-01,1,Leisure,Plane,Airbnb,2796,1074,1722,5,Delta,Relaxation,India
823,51,Other,108237,India,Rio de Janeiro,2026-04-02,18,Business,Train,Airbnb,2391,968,1423,1,Delta,Sightseeing,India
824,44,Male,88206,Canada,Sydney,2026-04-03,2,Family Visit,Train,Airbnb,5705,1780,3925,1,Emirates,Adventure Sports,India
825,56,Male,147695,UK,Cape Town,2026-04-04,13,Leisure,Plane,Hostel,7940,4194,3746,1,United,Cultural Exploration,India
826,69,Male,29196,USA,Paris,2026-04-05,12,Leisure,Bus,Hotel,2205,786,1419,3,United,Cultural Exploration,India
827,29,Male,129192,UK,Paris,2026-04-06,19,Leisure,Train,Hotel,8662,3160,5502,5,Delta,Relaxation,India
828,29,Male,74794,UK,Tokyo,2026-04-07,1,Business,Train,Hotel,3359,1336,2023,1,Lufthansa,Relaxation,India
829,38,Female,78315,India,Sydney,2026-04-08,17,Leisure,Car,Hostel,3715,1772,1943,2,Emirates,Cultural Exploration,India
830,23,Other,131484,India,Paris,2026-04-09,12,Leisure,Bus,Resort,3988,2162,1826,5,Delta,Adventure Sports,India
831,48,Male,92462,USA,Paris,2026-04-10,12,Leisure,Plane,Hotel,1697,810,887,3,Qatar,Adventure Sports,India
832,56,Female,41574,Canada,New York,2026-04-11,8,Leisure,Train,Hostel,4362,2293,2069,4,United,Sightseeing,India
833,32,Other,122555,Australia,Sydney,2026-04-12,5,Leisure,Plane,Hostel,9053,3538,5515,1,Qatar,Relaxation,India
834,26,Male,81229,Australia,Rio de Janeiro,2026-04-13,8,Leisure,Car,Hostel,3283,1801,1482,2,Emirates,Sightseeing,India
835,52,Other,107177,USA,Cape Town,2026-04-14,2,Family Visit,Bus,Resort,5853,2856,2997,3,Delta,Relaxation,India
836,33,Female,39686,India,New York,2026-04-15,4,Business,Car,Hotel,6076,2386,3690,5,Qatar,Adventure Sports,India
837,65,Male,50127,Australia,Sydney,2026-04-16,11,Family Visit,Car,Airbnb,3968,1595,2373,4,Lufthansa,Cultural Exploration,India
838,53,Female,68313,Australia,Tokyo,2026-04-17,9,Family Visit,Car,Hostel,7214,4320,2894,1,Delta,Relaxation,India
839,19,Male,23042,USA,Cape Town,2026-04-18,6,Business,Train,Resort,4798,2535,2263,4,United,Adventure Sports,India
840,60,Female,40039,Australia,Sydney,2026-04-19,4,Business,Car,Hotel,1694,943,751,3,Emirates,Cultural Exploration,India
841,66,Female,24656,USA,Tokyo,2026-04-20,13,Leisure,Plane,Hostel,3213,965,2248,1,Emirates,Sightseeing,India
842,69,Male,118139,India,Rio de Janeiro,2026-04-21,17,Family Visit,Bus,Hostel,524,219,305,4,Delta,Sightseeing,India
843,63,Other,56562,Australia,Rio de Janeiro,2026-04-22,8,Business,Plane,Hostel,4494,1664,2830,4,Lufthansa,Relaxation,India
844,31,Female,36117,Canada,Tokyo,2026-04-23,9,Leisure,Car,Hotel,4610,2432,2178,5,Qatar,Cultural Exploration,India
845,47,Other,81479,USA,Tokyo,2026-04-24,13,Family Visit,Plane,Resort,1714,598,1116,2,Emirates,Sightseeing,India
846,50,Female,31529,Australia,New York,2026-04-25,3,Business,Plane,Hostel,7642,4134,3508,1,United,Relaxation,India
847,25,Male,90935,Canada,Paris,2026-04-26,4,Family Visit,Bus,Hostel,1409,694,715,1,United,Cultural Exploration,India
848,24,Male,23947,India,Tokyo,2026-04-27,2,Business,Plane,Airbnb,4701,1877,2824,1,Delta,Cultural Exploration,India
849,35,Female,56942,Canada,Sydney,2026-04-28,13,Family Visit,Bus,Resort,5147,1555,3592,4,Emirates,Cultural Exploration,India
850,62,Female,113437,India,Tokyo,2026-04-29,2,Leisure,Plane,Hotel,5525,2338,3187,3,Lufthansa,Relaxation,India
851,54,Male,89229,Australia,Paris,2026-04-30,6,Family Visit,Train,Hostel,9735,3970,5765,2,Qatar,Adventure Sports,India
852,18,Male,84929,Canada,New York,2026-05-01,20,Business,Bus,Airbnb,9575,3988,5587,2,Delta,Adventure Sports,India
853,63,Female,37833,Canada,Tokyo,2026-05-02,16,Leisure,Train,Hotel,5758,2097,3661,3,Qatar,Adventure Sports,India
854,34,Male,137353,Australia,Sydney,2026-05-03,2,Business,Train,Airbnb,1717,708,1009,2,Delta,Relaxation,India
855,55,Female,131563,USA,Rio de Janeiro,2026-05-04,4,Family Visit,Car,Resort,4191,1307,2884,2,Lufthansa,Relaxation,India
856,18,Female,106963,Australia,Tokyo,2026-05-05,8,Business,Bus,Hotel,6739,2233,4506,4,Lufthansa,Adventure Sports,India
857,28,Other,129693,UK,Sydney,2026-05-06,10,Family Visit,Plane,Airbnb,3661,1959,1702,3,Emirates,Cultural Exploration,India
858,55,Female,77077,Australia,Rio de Janeiro,2026-05-07,19,Business,Train,Hotel,571,336,235,5,Lufthansa,Sightseeing,India
859,19,Female,71073,Canada,Sydney,2026-05-08,15,Business,Car,Hotel,1684,724,960,3,United,Sightseeing,India
860,52,Female,46968,Australia,Rio de Janeiro,2026-05-09,18,Leisure,Bus,Resort,9049,2839,6210,1,Lufthansa,Adventure Sports,India
861,58,Other,121869,Australia,Tokyo,2026-05-10,11,Family Visit,Train,Resort,6545,2210,4335,4,Emirates,Sightseeing,India
862,40,Female,122078,UK,Cape Town,2026-05-11,1,Family Visit,Train,Airbnb,5140,2370,2770,4,Qatar,Sightseeing,India
863,60,Male,86944,India,Cape Town,2026-05-12,10,Leisure,Bus,Hotel,4436,1638,2798,4,Lufthansa,Adventure Sports,India
864,69,Other,103382,Australia,Tokyo,2026-05-13,16,Family Visit,Car,Resort,5649,2695,2954,4,Qatar,Relaxation,India
865,26,Other,38682,India,Tokyo,2026-05-14,1,Business,Train,Resort,5482,2630,2852,4,Lufthansa,Relaxation,India
866,19,Female,144644,UK,Tokyo,2026-05-15,18,Business,Bus,Hostel,1083,629,454,4,Delta,Sightseeing,India
867,37,Female,133634,UK,Sydney,2026-05-16,1,Leisure,Bus,Hotel,853,461,392,1,Emirates,Cultural Exploration,India
868,39,Male,23338,India,New York,2026-05-17,19,Family Visit,Plane,Hostel,9588,5123,4465,5,Delta,Sightseeing,India
869,41,Male,29054,Canada,Paris,2026-05-18,8,Family Visit,Train,Airbnb,7906,2539,5367,3,Qatar,Sightseeing,India
870,25,Male,147166,Australia,New York,2026-05-19,1,Business,Train,Hotel,2322,1284,1038,1,Emirates,Relaxation,India
871,45,Male,57647,Canada,Cape Town,2026-05-20,3,Business,Plane,Resort,7855,2728,5127,5,Lufthansa,Sightseeing,India
872,35,Female,56419,USA,Sydney,2026-05-21,11,Business,Bus,Resort,9970,4791,5179,4,Lufthansa,Cultural Exploration,India
873,19,Female,133901,India,New York,2026-05-22,14,Leisure,Bus,Resort,7073,2171,4902,4,Emirates,Cultural Exploration,India
874,36,Other,80128,UK,Tokyo,2026-05-23,7,Business,Car,Hostel,9359,3011,6348,2,Delta,Cultural Exploration,India
875,66,Female,98403,India,Paris,2026-05-24,14,Business,Car,Resort,4962,1885,3077,1,Lufthansa,Adventure Sports,India
876,43,Other,94223,USA,Sydney,2026-05-25,11,Family Visit,Train,Airbnb,991,463,528,4,Emirates,Sightseeing,India
877,45,Female,126129,USA,Rio de Janeiro,2026-05-26,17,Family Visit,Train,Airbnb,6304,3124,3180,5,Qatar,Cultural Exploration,India
878,26,Female,96120,USA,Tokyo,2026-05-27,17,Family Visit,Car,Resort,9980,3131,6849,3,Delta,Sightseeing,India
879,62,Female,37956,UK,Rio de Janeiro,2026-05-28,3,Family Visit,Bus,Airbnb,8671,3916,4755,2,Emirates,Relaxation,India
880,42,Other,140137,Australia,Paris,2026-05-29,6,Family Visit,Car,Hostel,6839,3201,3638,4,United,Cultural Exploration,India
881,38,Female,92675,Canada,Sydney,2026-05-30,16,Leisure,Train,Hotel,9047,4784,4263,3,United,Cultural Exploration,India
882,65,Female,146253,UK,Paris,2026-05-31,7,Leisure,Bus,Hostel,8105,3862,4243,4,Emirates,Relaxation,India
883,64,Other,34914,Australia,New York,2026-06-01,8,Family Visit,Bus,Airbnb,9554,4037,5517,5,Emirates,Relaxation,India
884,44,Female,112560,USA,Paris,2026-06-02,14,Business,Car,Resort,1754,844,910,1,Lufthansa,Adventure Sports,India
885,40,Female,66722,Australia,Sydney,2026-06-03,13,Leisure,Car,Resort,2156,1115,1041,3,Emirates,Adventure Sports,India
886,60,Female,43629,Australia,Paris,2026-06-04,15,Business,Plane,Airbnb,5437,1901,3536,3,United,Sightseeing,India
887,31,Female,74874,UK,Paris,2026-06-05,3,Leisure,Train,Resort,7397,3815,3582,2,United,Cultural Exploration,India
888,47,Male,125218,India,New York,2026-06-06,1,Business,Car,Airbnb,7254,3907,3347,2,United,Adventure Sports,India
889,69,Male,73709,USA,Sydney,2026-06-07,15,Leisure,Bus,Hotel,722,284,438,5,Qatar,Adventure Sports,India
890,36,Male,86460,USA,Cape Town,2026-06-08,2,Leisure,Train,Resort,4719,2342,2377,3,Lufthansa,Adventure Sports,India
891,60,Male,79273,USA,Rio de Janeiro,2026-06-09,7,Leisure,Train,Hotel,2304,1001,1303,1,Lufthansa,Relaxation,India
892,18,Other,50835,India,Tokyo,2026-06-10,6,Family Visit,Train,Airbnb,6682,3035,3647,4,United,Adventure Sports,India
893,22,Other,114552,USA,Sydney,2026-06-11,2,Family Visit,Bus,Hostel,8780,3892,4888,1,Emirates,Cultural Exploration,India
894,54,Other,112976,UK,Rio de Janeiro,2026-06-12,12,Family Visit,Train,Airbnb,8560,3053,5507,4,Emirates,Sightseeing,India
895,27,Other,85917,Australia,New York,2026-06-13,7,Family Visit,Bus,Airbnb,4672,2698,1974,3,Delta,Cultural Exploration,India
896,27,Male,123155,USA,Sydney,2026-06-14,5,Family Visit,Plane,Resort,9292,3439,5853,4,United,Cultural Exploration,India
897,43,Female,79233,UK,Paris,2026-06-15,6,Leisure,Bus,Airbnb,1971,768,1203,5,Lufthansa,Relaxation,India
898,48,Female,36179,USA,Tokyo,2026-06-16,20,Family Visit,Train,Airbnb,9663,3528,6135,3,Delta,Relaxation,India
899,58,Other,139443,UK,Tokyo,2026-06-17,19,Business,Car,Airbnb,9804,4776,5028,5,United,Adventure Sports,India
900,37,Female,81291,India,Sydney,2026-06-18,2,Business,Bus,Airbnb,6306,3707,2599,3,Qatar,Adventure Sports,India
901,46,Male,102049,USA,Cape Town,2026-06-19,1,Family Visit,Train,Hostel,4526,1916,2610,5,Lufthansa,Relaxation,India
902,39,Female,123567,Canada,Tokyo,2026-06-20,17,Leisure,Plane,Hostel,1155,492,663,5,Lufthansa,Cultural Exploration,India
903,59,Female,126219,Canada,Tokyo,2026-06-21,13,Family Visit,Car,Airbnb,1001,594,407,4,Delta,Sightseeing,India
904,67,Other,46630,UK,Cape Town,2026-06-22,1,Family Visit,Car,Hotel,7017,3154,3863,1,United,Sightseeing,India
905,41,Male,73958,Australia,Paris,2026-06-23,10,Family Visit,Train,Resort,6300,3100,3200,1,Delta,Relaxation,India
906,23,Other,101547,India,Sydney,2026-06-24,15,Leisure,Plane,Airbnb,4597,1826,2771,4,Delta,Cultural Exploration,India
907,27,Other,61166,UK,Sydney,2026-06-25,5,Business,Bus,Hotel,9489,5490,3999,3,Delta,Sightseeing,India
908,54,Female,143669,Canada,Sydney,2026-06-26,14,Leisure,Car,Airbnb,7015,2221,4794,1,Qatar,Sightseeing,India
909,55,Female,58856,Australia,New York,2026-06-27,10,Business,Train,Hostel,5190,2688,2502,1,Qatar,Sightseeing,India
910,31,Male,91473,Australia,Cape Town,2026-06-28,1,Leisure,Bus,Airbnb,4831,1931,2900,1,Lufthansa,Sightseeing,India
911,67,Other,98118,USA,New York,2026-06-29,5,Business,Car,Hostel,4473,2108,2365,3,United,Relaxation,India
912,52,Male,117538,Australia,Sydney,2026-06-30,19,Family Visit,Plane,Hotel,5592,2766,2826,4,Qatar,Sightseeing,India
913,58,Other,77088,UK,Rio de Janeiro,2026-07-01,16,Family Visit,Bus,Resort,8781,3433,5348,1,Qatar,Cultural Exploration,India
914,25,Female,133849,Australia,Paris,2026-07-02,1,Family Visit,Train,Airbnb,7115,2505,4610,2,Emirates,Sightseeing,India
915,42,Other,107265,Australia,Cape Town,2026-07-03,18,Business,Plane,Airbnb,1056,600,456,1,Delta,Relaxation,India
916,49,Other,123111,Canada,Rio de Janeiro,2026-07-04,12,Leisure,Train,Resort,9368,4332,5036,5,Qatar,Sightseeing,India
917,45,Female,26092,Australia,Cape Town,2026-07-05,14,Family Visit,Train,Hotel,1450,842,608,3,United,Relaxation,India
918,61,Male,87676,USA,Sydney,2026-07-06,17,Leisure,Train,Airbnb,5786,2687,3099,3,Lufthansa,Relaxation,India
919,54,Female,131207,Canada,Tokyo,2026-07-07,12,Business,Train,Resort,6381,3603,2778,1,Delta,Relaxation,India
920,24,Female,116776,Australia,Cape Town,2026-07-08,7,Leisure,Car,Resort,5782,3407,2375,3,United,Sightseeing,India
921,28,Other,65722,UK,Cape Town,2026-07-09,14,Family Visit,Bus,Resort,6749,3143,3606,5,United,Adventure Sports,India
922,67,Male,122108,USA,New York,2026-07-10,9,Business,Train,Hotel,833,466,367,5,Lufthansa,Sightseeing,India
923,54,Female,51751,India,Paris,2026-07-11,15,Business,Car,Airbnb,1118,520,598,1,United,Sightseeing,India
924,21,Male,48498,India,Tokyo,2026-07-12,13,Family Visit,Plane,Hotel,5552,2997,2555,1,Delta,Adventure Sports,India
925,30,Female,42701,UK,New York,2026-07-13,16,Family Visit,Plane,Hotel,1960,1131,829,4,United,Cultural Exploration,India
926,35,Other,83628,Canada,Tokyo,2026-07-14,20,Family Visit,Car,Hostel,6518,3735,2783,1,Emirates,Cultural Exploration,India
927,66,Female,51153,India,Cape Town,2026-07-15,7,Leisure,Bus,Airbnb,5290,1852,3438,3,Delta,Cultural Exploration,India
928,63,Other,36119,India,Sydney,2026-07-16,5,Leisure,Car,Resort,7071,3084,3987,5,United,Relaxation,India
929,56,Male,51222,Canada,Cape Town,2026-07-17,5,Leisure,Plane,Hostel,2142,957,1185,1,Emirates,Cultural Exploration,India
930,44,Female,67754,Australia,New York,2026-07-18,16,Business,Plane,Airbnb,7007,3667,3340,1,United,Adventure Sports,India
931,19,Female,124284,India,Rio de Janeiro,2026-07-19,11,Business,Train,Hotel,6240,2015,4225,4,Delta,Adventure Sports,India
932,51,Male,143063,UK,Sydney,2026-07-20,12,Business,Plane,Resort,4204,1734,2470,3,Emirates,Sightseeing,India
933,53,Female,96870,Australia,Rio de Janeiro,2026-07-21,5,Family Visit,Plane,Airbnb,9151,2747,6404,4,Delta,Cultural Exploration,India
934,34,Male,114770,UK,New York,2026-07-22,6,Family Visit,Bus,Hotel,8160,4081,4079,1,Qatar,Adventure Sports,India
935,19,Male,122421,UK,New York,2026-07-23,18,Business,Bus,Hotel,3494,1660,1834,2,Emirates,Adventure Sports,India
936,45,Male,101677,Australia,New York,2026-07-24,12,Leisure,Train,Airbnb,4359,1451,2908,1,Lufthansa,Adventure Sports,India
937,34,Other,143251,Canada,Tokyo,2026-07-25,16,Business,Plane,Resort,7821,2888,4933,4,Delta,Cultural Exploration,India
938,40,Male,78980,UK,New York,2026-07-26,9,Family Visit,Train,Resort,2900,1692,1208,2,Qatar,Cultural Exploration,India
939,26,Other,49736,Canada,Rio de Janeiro,2026-07-27,9,Leisure,Car,Hostel,8718,4742,3976,5,United,Sightseeing,India
940,56,Other,101700,India,Paris,2026-07-28,2,Leisure,Train,Airbnb,4710,2021,2689,4,Lufthansa,Cultural Exploration,India
941,29,Other,90565,Canada,Rio de Janeiro,2026-07-29,20,Leisure,Bus,Airbnb,9763,3029,6734,2,Delta,Cultural Exploration,India
942,34,Male,94260,Canada,New York,2026-07-30,7,Family Visit,Bus,Resort,8116,2656,5460,5,Emirates,Cultural Exploration,India
943,55,Female,132553,Canada,Tokyo,2026-07-31,2,Family Visit,Car,Hotel,7739,4175,3564,3,Emirates,Sightseeing,India
944,53,Male,137793,India,New York,2026-08-01,6,Leisure,Plane,Hostel,7619,3748,3871,3,Emirates,Cultural Exploration,India
945,37,Female,115680,USA,Rio de Janeiro,2026-08-02,4,Family Visit,Car,Airbnb,1997,842,1155,4,United,Relaxation,India
946,53,Other,105694,UK,Rio de Janeiro,2026-08-03,6,Leisure,Train,Hotel,1149,517,632,3,United,Cultural Exploration,India
947,69,Other,51861,Australia,Paris,2026-08-04,8,Business,Train,Hostel,4743,2777,1966,3,Delta,Cultural Exploration,India
948,44,Female,21099,UK,Paris,2026-08-05,5,Family Visit,Bus,Resort,7845,3108,4737,1,Emirates,Relaxation,India
949,49,Female,37875,Canada,Sydney,2026-08-06,10,Family Visit,Bus,Hostel,1167,684,483,3,Qatar,Sightseeing,India
950,42,Male,124849,UK,Sydney,2026-08-07,8,Leisure,Car,Hotel,3582,1375,2207,1,Lufthansa,Adventure Sports,India
951,43,Other,65030,India,Cape Town,2026-08-08,14,Family Visit,Plane,Resort,4179,1446,2733,5,Emirates,Sightseeing,India
952,61,Other,24575,India,New York,2026-08-09,14,Family Visit,Bus,Hostel,2147,695,1452,3,United,Cultural Exploration,India
953,19,Female,84176,Australia,Tokyo,2026-08-10,16,Business,Plane,Hotel,4428,2514,1914,2,Emirates,Sightseeing,India
954,60,Male,51925,Australia,Rio de Janeiro,2026-08-11,20,Leisure,Bus,Resort,6640,2276,4364,4,Lufthansa,Sightseeing,India
955,23,Male,47090,UK,New York,2026-08-12,5,Leisure,Bus,Resort,8514,3576,4938,2,Delta,Sightseeing,India
956,46,Female,137622,USA,Sydney,2026-08-13,5,Family Visit,Bus,Hotel,9644,4358,5286,1,Emirates,Relaxation,India
957,30,Male,56050,Canada,New York,2026-08-14,17,Family Visit,Bus,Airbnb,7044,4135,2909,1,United,Cultural Exploration,India
958,22,Male,101889,UK,Sydney,2026-08-15,18,Leisure,Bus,Airbnb,6002,2684,3318,5,Lufthansa,Relaxation,India
959,42,Female,131767,Canada,Tokyo,2026-08-16,1,Leisure,Plane,Hotel,9878,3505,6373,2,United,Adventure Sports,India
960,33,Female,20751,USA,Sydney,2026-08-17,7,Family Visit,Car,Airbnb,704,255,449,2,Qatar,Relaxation,India
961,36,Other,78125,Canada,Cape Town,2026-08-18,2,Business,Bus,Hotel,4018,1997,2021,4,Qatar,Cultural Exploration,India
962,38,Female,123449,Australia,Cape Town,2026-08-19,5,Family Visit,Car,Airbnb,8299,4654,3645,2,Delta,Adventure Sports,India
963,43,Female,51822,Australia,Cape Town,2026-08-20,12,Family Visit,Car,Hotel,1248,543,705,5,Lufthansa,Sightseeing,India
964,45,Other,136995,Australia,Tokyo,2026-08-21,11,Family Visit,Train,Hostel,8677,3663,5014,1,Delta,Adventure Sports,India
965,62,Male,48035,UK,Tokyo,2026-08-22,11,Business,Plane,Airbnb,7190,3168,4022,5,Qatar,Cultural Exploration,India
966,43,Male,30517,USA,Sydney,2026-08-23,5,Leisure,Car,Resort,4619,2700,1919,5,Qatar,Relaxation,India
967,50,Male,134823,UK,New York,2026-08-24,4,Business,Bus,Airbnb,9255,3090,6165,5,Qatar,Relaxation,India
968,26,Other,109517,Australia,Cape Town,2026-08-25,12,Family Visit,Car,Resort,4545,2628,1917,5,United,Sightseeing,India
969,34,Other,82394,Australia,New York,2026-08-26,20,Leisure,Train,Hostel,6880,3373,3507,5,Emirates,Sightseeing,India
970,23,Male,34384,India,Paris,2026-08-27,7,Business,Plane,Hostel,6666,2078,4588,2,Delta,Adventure Sports,India
971,28,Male,23797,India,New York,2026-08-28,13,Business,Plane,Hostel,6672,2738,3934,5,Qatar,Adventure Sports,India
972,49,Female,62882,UK,Sydney,2026-08-29,11,Family Visit,Car,Resort,4506,2293,2213,3,Lufthansa,Sightseeing,India
973,53,Other,99698,Australia,Cape Town,2026-08-30,12,Family Visit,Car,Hostel,667,240,427,1,United,Adventure Sports,India
974,34,Male,91343,UK,New York,2026-08-31,19,Business,Plane,Resort,9690,4104,5586,5,Lufthansa,Relaxation,India
975,69,Other,69983,Australia,Cape Town,2026-09-01,3,Family Visit,Plane,Hotel,866,294,572,5,Qatar,Sightseeing,India
976,66,Other,37952,Canada,Tokyo,2026-09-02,4,Family Visit,Train,Hostel,2625,1391,1234,2,Delta,Sightseeing,India
977,22,Other,109758,Australia,Rio de Janeiro,2026-09-03,14,Family Visit,Train,Airbnb,4801,2625,2176,2,Delta,Sightseeing,India
978,44,Other,36506,UK,Sydney,2026-09-04,15,Family Visit,Plane,Hotel,5124,2819,2305,2,Delta,Sightseeing,India
979,42,Male,28368,Australia,New York,2026-09-05,1,Business,Train,Resort,6421,2776,3645,2,Emirates,Adventure Sports,India
980,42,Male,58868,USA,Paris,2026-09-06,16,Family Visit,Train,Hostel,1734,548,1186,3,Emirates,Sightseeing,India
981,56,Female,93976,UK,Cape Town,2026-09-07,5,Business,Bus,Resort,2598,1360,1238,2,Delta,Adventure Sports,India
982,20,Male,28836,Canada,Sydney,2026-09-08,7,Family Visit,Train,Resort,6815,3427,3388,1,Lufthansa,Cultural Exploration,India
983,52,Female,24061,Canada,Rio de Janeiro,2026-09-09,2,Family Visit,Car,Resort,701,384,317,5,Lufthansa,Relaxation,India
984,26,Other,99050,India,Cape Town,2026-09-10,13,Leisure,Car,Hotel,5799,2660,3139,1,Delta,Cultural Exploration,India
985,43,Female,102729,India,Tokyo,2026-09-11,13,Business,Bus,Hostel,7236,3858,3378,4,Delta,Cultural Exploration,India
986,40,Female,49151,USA,Cape Town,2026-09-12,1,Business,Car,Hotel,4210,1823,2387,1,Delta,Cultural Exploration,India
987,28,Other,98282,Canada,Sydney,2026-09-13,6,Business,Train,Hotel,9694,5532,4162,4,Emirates,Cultural Exploration,India
988,60,Male,134293,India,Cape Town,2026-09-14,1,Family Visit,Plane,Hotel,2706,1242,1464,4,Qatar,Adventure Sports,India
989,67,Female,146107,India,New York,2026-09-15,4,Leisure,Car,Hostel,5271,3118,2153,3,Delta,Adventure Sports,India
990,66,Male,147291,Canada,Cape Town,2026-09-16,5,Business,Bus,Hostel,9981,4313,5668,1,Emirates,Cultural Exploration,India
991,39,Male,101292,USA,Cape Town,2026-09-17,3,Family Visit,Plane,Hotel,988,413,575,5,United,Adventure Sports,India
992,40,Other,78044,UK,Rio de Janeiro,2026-09-18,14,Business,Bus,Airbnb,2202,935,1267,5,Delta,Adventure Sports,India
993,69,Female,62363,India,Paris,2026-09-19,5,Leisure,Train,Airbnb,5432,1932,3500,5,Delta,Sightseeing,India
994,36,Male,62104,Australia,New York,2026-09-20,4,Business,Plane,Resort,8904,4659,4245,3,Lufthansa,Adventure Sports,India
995,34,Female,52708,USA,Tokyo,2026-09-21,7,Leisure,Bus,Resort,8840,5260,3580,1,United,Sightseeing,India
996,26,Female,145865,USA,Paris,2026-09-22,19,Leisure,Plane,Resort,8073,3056,5017,5,United,Adventure Sports,India
997,34,Other,107178,Australia,New York,2026-09-23,10,Business,Plane,Hotel,516,181,335,5,Lufthansa,Relaxation,India
